N_bdp,flow,trial,bits_per_second
0.5,0,1,95586525.25737977
0.5,1,1,71746924.86046882
0.5,2,1,61322356.13321814
0.5,3,1,54620433.901723005
0.5,4,1,42748742.11970859
0.5,5,1,42979947.50405661
0.5,6,1,41282278.98133393
0.5,7,1,39589016.20972273
0.5,8,1,34233011.24718556
0.5,9,1,34989938.35575507
0.5,10,1,33449683.594301816
0.5,11,1,30689415.568751227
0.5,12,1,28482022.47954869
0.5,13,1,27745188.46366828
0.5,14,1,26433107.386418942
0.5,15,1,26082645.195725225
0.5,16,1,23927984.081996746
0.5,17,1,24414495.412425183
0.5,18,1,21191286.436661854
0.5,19,1,19053774.14871868
0.5,20,1,18835129.230509892
0.5,21,1,18078700.95412964
0.5,22,1,16990069.403709468
0.5,23,1,15766441.079242906
0.5,24,1,15341089.17162718
0.5,25,1,14134262.48148764
0.5,26,1,14049531.746394025
0.5,27,1,13460653.967775246
0.5,28,1,12407892.889497846
0.5,29,1,11190529.729461689
0.5,30,1,11326144.103370044
0.5,31,1,10499936.844806524
0.5,32,1,10040804.57846269
0.5,33,1,9440768.778155856
0.5,34,1,8604953.254689444
0.5,35,1,8158790.68115762
0.5,36,1,7689488.640600279
0.5,37,1,6873202.656089851
0.5,38,1,6476717.708231622
0.5,39,1,6046980.143554845
0.5,40,1,5445154.759686563
0.5,41,1,5225008.849871603
0.5,42,1,4485145.374728857
0.5,43,1,4037358.994250547
0.5,44,1,3495561.5495167817
0.5,45,1,2860044.959509157
0.5,46,1,2442463.6955299648
0.5,47,1,1991274.481234266
0.5,48,1,1444646.5096974978
0.5,49,1,731056.7910760164
0.5,50,1,0
5,0,1,95598963.9760632
5,1,1,66693969.95236703
5,2,1,59796021.092470154
5,3,1,62559030.15205393
5,4,1,61089558.70459508
5,5,1,58728193.025949515
5,6,1,60999515.18780855
5,7,1,61735208.76254122
5,8,1,57547415.69733033
5,9,1,57221919.397162266
5,10,1,57259775.869010314
5,11,1,55617770.0048188
5,12,1,54146577.0056605
5,13,1,52130724.39223127
5,14,1,50312667.33560308
5,15,1,47338598.69472718
5,16,1,46506345.35165414
5,17,1,43333455.322811306
5,18,1,42659522.86238227
5,19,1,41225951.92105121
5,20,1,39103149.3878232
5,21,1,36140224.12488383
5,22,1,35462324.226804644
5,23,1,30829621.239750728
5,24,1,32874968.12144648
5,25,1,30015716.195068207
5,26,1,28962125.994177938
5,27,1,28495201.31535036
5,28,1,24980431.160436805
5,29,1,26068818.03907921
5,30,1,24533669.782123588
5,31,1,23418781.884846896
5,32,1,21478836.713243537
5,33,1,20407600.809783965
5,34,1,19511209.04625171
5,35,1,17614016.185351186
5,36,1,17181744.02085256
5,37,1,16212501.867624164
5,38,1,15077770.86300065
5,39,1,13668598.728927659
5,40,1,12668359.053093119
5,41,1,12809055.810201267
5,42,1,12684688.495875804
5,43,1,9551740.788780484
5,44,1,8496550.382020062
5,45,1,7694605.677640175
5,46,1,6288867.6027275445
5,47,1,5002467.963806483
5,48,1,3881423.325097087
5,49,1,2329078.800052132
5,50,1,0
10,0,1,95602716.95059463
10,1,1,72029268.4889738
10,2,1,60596083.254213855
10,3,1,59341695.64378281
10,4,1,59740846.53666147
10,5,1,56642678.531486414
10,6,1,58454955.24496809
10,7,1,57699932.90160366
10,8,1,55399568.36588842
10,9,1,58287103.392320506
10,10,1,56670577.31815422
10,11,1,52911185.16080262
10,12,1,55169706.21427561
10,13,1,52730770.817020305
10,14,1,50315652.75912413
10,15,1,51670919.280532315
10,16,1,49961077.05904723
10,17,1,50892165.7541049
10,18,1,49511799.661623165
10,19,1,49799833.71210816
10,20,1,48805562.42308787
10,21,1,45427713.047676444
10,22,1,47227710.96240345
10,23,1,47649969.808232054
10,24,1,46611328.497263096
10,25,1,45574768.27115992
10,26,1,45669719.25995856
10,27,1,44215622.509232305
10,28,1,44023220.952291764
10,29,1,43602046.997983955
10,30,1,43048452.04852102
10,31,1,41833104.22897366
10,32,1,41090516.00384404
10,33,1,39824851.84199576
10,34,1,38999641.51335714
10,35,1,38358357.08992037
10,36,1,36621581.63582963
10,37,1,36123261.52008292
10,38,1,34850690.46323909
10,39,1,34310873.713674344
10,40,1,32912449.295467827
10,41,1,31438474.879935626
10,42,1,29970059.45532061
10,43,1,28913833.272652302
10,44,1,25017121.26013383
10,45,1,23262589.523318693
10,46,1,21356362.57669483
10,47,1,21046867.655914467
10,48,1,15211266.823338093
10,49,1,14820648.627700627
10,50,1,0
20,0,1,95569205.65360828
20,1,1,78344695.73819804
20,2,1,68076126.52970627
20,3,1,63797904.71483687
20,4,1,65841672.056475945
20,5,1,61552180.93271632
20,6,1,60958264.6086746
20,7,1,60629050.341040134
20,8,1,61034624.18735509
20,9,1,57531410.71454714
20,10,1,57916208.23043544
20,11,1,56380576.911359504
20,12,1,57683960.25771907
20,13,1,56189447.216213256
20,14,1,54437033.755505934
20,15,1,53359725.78252918
20,16,1,54484777.43552353
20,17,1,54322919.47496552
20,18,1,52892137.965899065
20,19,1,51910299.27932045
20,20,1,52402777.76530499
20,21,1,50499258.156433575
20,22,1,49998310.75230184
20,23,1,49372372.521778725
20,24,1,50609803.276543595
20,25,1,48572856.823621005
20,26,1,48243112.77345622
20,27,1,48460345.94326326
20,28,1,48518949.259491205
20,29,1,47879271.14938467
20,30,1,47817983.674610786
20,31,1,46174906.99812745
20,32,1,46220775.879509285
20,33,1,45473949.974455185
20,34,1,46037730.63697597
20,35,1,44484097.91762227
20,36,1,42928615.844161324
20,37,1,42526710.0114487
20,38,1,42264867.13394642
20,39,1,41328348.717982955
20,40,1,40691119.56989311
20,41,1,40555920.30252984
20,42,1,39150437.129017375
20,43,1,38254604.73793418
20,44,1,37270727.269979835
20,45,1,36581569.87292447
20,46,1,36097635.16009609
20,47,1,36880266.358879946
20,48,1,36170537.624782756
20,49,1,35024803.516979985
20,50,1,0
30,0,1,95604582.0523383
30,1,1,86232604.1564535
30,2,1,83357227.6197802
30,3,1,82312010.64533043
30,4,1,77473543.8723401
30,5,1,75874943.31477329
30,6,1,73819213.18491937
30,7,1,71755692.9414742
30,8,1,68526995.75475366
30,9,1,68426867.14872122
30,10,1,67822236.27889007
30,11,1,65224231.45651415
30,12,1,62975600.92227082
30,13,1,62700457.488657795
30,14,1,60308977.26932314
30,15,1,60328857.86335159
30,16,1,60273135.11370048
30,17,1,57502456.08417866
30,18,1,57405278.01110072
30,19,1,56223505.88747339
30,20,1,55387732.92203257
30,21,1,55948917.85309878
30,22,1,54160457.99935154
30,23,1,52497069.566271625
30,24,1,55335302.407992356
30,25,1,54667403.86131733
30,26,1,53468861.875028275
30,27,1,53287384.05638434
30,28,1,52774382.677068725
30,29,1,51701473.885347776
30,30,1,49089828.511940405
30,31,1,50933149.778424315
30,32,1,52293017.30142149
30,33,1,50020383.95746668
30,34,1,48929043.060997546
30,35,1,47842912.70147227
30,36,1,49515284.73995956
30,37,1,48575307.92346098
30,38,1,48847899.088096544
30,39,1,48096409.32923762
30,40,1,47740340.103141576
30,41,1,48538567.53516393
30,42,1,47102643.82259868
30,43,1,46965016.50681663
30,44,1,45341832.739404686
30,45,1,45020131.1089444
30,46,1,45008501.25756003
30,47,1,44644930.362218894
30,48,1,43364530.07374202
30,49,1,37209833.831963435
30,50,1,0
40,0,1,95312586.51187831
40,1,1,91776338.42369662
40,2,1,87289930.17129335
40,3,1,85794529.40480542
40,4,1,85567874.46735251
40,5,1,82669474.46131645
40,6,1,82250931.42008047
40,7,1,77284684.52833442
40,8,1,77920638.39496334
40,9,1,75076982.88715926
40,10,1,76894221.88622083
40,11,1,74451419.84914397
40,12,1,73492824.22373566
40,13,1,73809439.59040958
40,14,1,70837821.71488747
40,15,1,71602606.98214853
40,16,1,69338736.68975498
40,17,1,68633794.2553092
40,18,1,62494708.71357783
40,19,1,67409631.2831431
40,20,1,64022070.78022373
40,21,1,63745248.463062994
40,22,1,61836042.972279996
40,23,1,60719730.25030296
40,24,1,62768456.8787594
40,25,1,62389446.205955364
40,26,1,60277751.25357011
40,27,1,58339480.1646759
40,28,1,60445570.621191725
40,29,1,59509415.59888353
40,30,1,58116729.11014643
40,31,1,56257448.43276824
40,32,1,56760312.962578654
40,33,1,56123877.606954664
40,34,1,55499779.73324079
40,35,1,58257820.72243027
40,36,1,56698581.44074031
40,37,1,54357449.73883736
40,38,1,54969261.12670897
40,39,1,55229526.331846066
40,40,1,52896499.87133122
40,41,1,53908767.54304945
40,42,1,54964738.06080587
40,43,1,54172085.99745304
40,44,1,52875201.49808044
40,45,1,51921657.5290585
40,46,1,52014126.09176451
40,47,1,49724897.86486698
40,48,1,48219708.55167981
40,49,1,37541661.590682305
40,50,1,0
50,0,1,95410079.21288076
50,1,1,90213791.39777738
50,2,1,87032146.32423775
50,3,1,87053959.66834846
50,4,1,85474516.02820534
50,5,1,85170787.77582423
50,6,1,82804476.69375825
50,7,1,83814106.03813116
50,8,1,81627286.15249981
50,9,1,81295301.88359983
50,10,1,78843323.49285504
50,11,1,78134599.19639565
50,12,1,74980374.73400638
50,13,1,76780401.0817474
50,14,1,75833011.6129944
50,15,1,75041777.12884331
50,16,1,76646278.22176994
50,17,1,74596937.93289804
50,18,1,73498064.45335898
50,19,1,71948734.62047793
50,20,1,71916209.43194973
50,21,1,71481327.4658089
50,22,1,69947774.06041484
50,23,1,69642739.91408998
50,24,1,69248999.41579399
50,25,1,66939991.36501421
50,26,1,68411177.87358123
50,27,1,67600261.15844294
50,28,1,69791598.25662455
50,29,1,68159990.42760485
50,30,1,67573821.90624829
50,31,1,64646693.2818169
50,32,1,65359408.51719662
50,33,1,64368422.45329853
50,34,1,64204535.33266856
50,35,1,62701051.58067071
50,36,1,62429127.93391541
50,37,1,61149626.22720033
50,38,1,60405614.884238556
50,39,1,60390569.6455835
50,40,1,61490399.68227224
50,41,1,61118605.590905145
50,42,1,59992150.97806067
50,43,1,60284278.20095723
50,44,1,58577742.95669115
50,45,1,58673911.88438301
50,46,1,56221368.29838187
50,47,1,53706305.69012831
50,48,1,46888824.1664381
50,49,1,37358012.976642855
50,50,1,0
