N_bdp,flow,trial,bits_per_second
0.5,0,1,95553695.28810896
0.5,1,1,63843650.803473905
0.5,2,1,37970263.00787668
0.5,3,1,23411300.494562812
0.5,4,1,18485895.868292123
0.5,5,1,19722273.948331714
0.5,6,1,21216921.80861553
0.5,7,1,21991042.976958413
0.5,8,1,18100062.565017454
0.5,9,1,19132198.44997176
0.5,10,1,17143161.644731443
0.5,11,1,17510696.10373082
0.5,12,1,16076296.68498348
0.5,13,1,15200861.637068784
0.5,14,1,15361351.755801527
0.5,15,1,15600915.57071419
0.5,16,1,13870887.73820838
0.5,17,1,13561150.136117676
0.5,18,1,13045647.225192258
0.5,19,1,12083929.558164602
0.5,20,1,12970250.306465186
0.5,21,1,11658097.807777565
0.5,22,1,11063448.008963127
0.5,23,1,11246602.410198607
0.5,24,1,10616800.235501027
0.5,25,1,9763664.586029915
0.5,26,1,9804247.284575423
0.5,27,1,9145603.11454065
0.5,28,1,8948330.488862319
0.5,29,1,7831814.788050339
0.5,30,1,7704216.517470154
0.5,31,1,7652118.091809913
0.5,32,1,7143462.73972563
0.5,33,1,6695490.349656962
0.5,34,1,6485621.540084135
0.5,35,1,6156184.726637585
0.5,36,1,5594328.93493083
0.5,37,1,5116251.577908776
0.5,38,1,5296838.381721513
0.5,39,1,4423833.711633802
0.5,40,1,4298403.99219758
0.5,41,1,3830373.6469337405
0.5,42,1,3623204.900192201
0.5,43,1,3186515.148606254
0.5,44,1,3057418.971175776
0.5,45,1,2258712.0057618422
0.5,46,1,1984017.088472162
0.5,47,1,1655487.3268661376
0.5,48,1,1097609.7851463293
0.5,49,1,593381.7267853359
0.5,50,1,0
5,0,1,95566296.52469498
5,1,1,63212712.418525495
5,2,1,56187316.75650099
5,3,1,59033543.8704384
5,4,1,57825172.022944026
5,5,1,57348433.56578451
5,6,1,57279152.82060388
5,7,1,55360573.58678403
5,8,1,55751307.066475905
5,9,1,52247463.96321312
5,10,1,50311776.8877328
5,11,1,52281293.17971138
5,12,1,48959604.50409919
5,13,1,48164044.731762044
5,14,1,49457351.65973213
5,15,1,49864742.07033018
5,16,1,50341558.24557547
5,17,1,45787427.848499514
5,18,1,47721353.967215024
5,19,1,48735713.399554536
5,20,1,47202065.07445803
5,21,1,45897000.525599614
5,22,1,46579874.18163512
5,23,1,45238083.633359514
5,24,1,44742818.28549826
5,25,1,39993392.00354785
5,26,1,39879263.77794908
5,27,1,39076086.59752084
5,28,1,39452226.71716284
5,29,1,41589209.5261056
5,30,1,39943920.1692376
5,31,1,39986287.85605436
5,32,1,35941455.85558077
5,33,1,34875608.88194518
5,34,1,36855292.76411881
5,35,1,36052863.1635475
