N_bdp,flow,trial,bits_per_second
0.5,0,1,0
0.5,1,1,33539520.858582824
0.5,2,1,59065853.43533483
0.5,3,1,74744200.5094163
0.5,4,1,78514061.70086935
0.5,5,1,78886291.95108135
0.5,6,1,78944888.28696011
0.5,7,1,77344139.47463147
0.5,8,1,78678777.26471266
0.5,9,1,78434516.48104958
0.5,10,1,79396707.42118752
0.5,11,1,80509750.69041426
0.5,12,1,79713105.85775001
0.5,13,1,81047826.37536258
0.5,14,1,80104208.5085048
0.5,15,1,80675182.74828473
0.5,16,1,81557036.46745814
0.5,17,1,82577814.78663233
0.5,18,1,83019416.05095384
0.5,19,1,83034550.39151995
0.5,20,1,82857356.84091069
0.5,21,1,83325755.80751339
0.5,22,1,83820000.20173183
0.5,23,1,83616552.25964318
0.5,24,1,84323142.8133125
0.5,25,1,85153221.98646097
0.5,26,1,85123109.3628851
0.5,27,1,85859402.3391639
0.5,28,1,86146501.72913477
0.5,29,1,87712891.35074577
0.5,30,1,87854095.60728045
0.5,31,1,87507643.53310077
0.5,32,1,88087822.74052377
0.5,33,1,88671385.50441648
0.5,34,1,88800652.92702217
0.5,35,1,89398722.6465007
0.5,36,1,90489035.37270111
0.5,37,1,91010252.87023845
0.5,38,1,90305384.3585708
0.5,39,1,91735673.66299625
0.5,40,1,91164210.22658978
0.5,41,1,92397768.10879126
0.5,42,1,92014746.51764725
0.5,43,1,93060133.50429505
0.5,44,1,92519254.40143338
0.5,45,1,93936669.16763173
0.5,46,1,94120467.10860918
0.5,47,1,93770527.58442284
0.5,48,1,94176621.44191113
0.5,49,1,94473292.330386
0.5,50,1,95522606.47864093
5,0,1,0
5,1,1,34374216.17374141
5,2,1,41288143.20542317
5,3,1,39215119.84404971
5,4,1,40249283.63328255
5,5,1,40764041.327626176
5,6,1,40714908.26608464
5,7,1,42513041.21083394
5,8,1,42373319.88390176
5,9,1,45596941.74135447
5,10,1,47298429.74020993
5,11,1,45317645.05374725
5,12,1,48673297.48724921
5,13,1,49364248.861134455
5,14,1,47845343.33993278
5,15,1,47274772.55130877
5,16,1,46677574.54133348
5,17,1,50924076.43064188
5,18,1,48909562.11269462
5,19,1,47757769.32999325
5,20,1,48935155.64865668
5,21,1,50114300.258031
5,22,1,49256522.145893864
5,23,1,50346414.36057029
5,24,1,50771549.44403894
5,25,1,55571191.12339494
5,26,1,55686418.86182245
5,27,1,56456476.00813932
5,28,1,56128629.152101204
5,29,1,54042651.90113917
5,30,1,55766360.449675836
5,31,1,55766588.61375369
5,32,1,59790862.537061974
5,33,1,60911173.74516397
5,34,1,58955062.15573946
5,35,1,59844035.69124567
5,36,1,64181215.30297803
5,37,1,65335644.13372018
5,38,1,66208895.78240846
5,39,1,67137878.71453694
5,40,1,72041535.11937112
5,41,1,74226019.67465466
5,42,1,73947620.33012919
5,43,1,75487486.23076299
5,44,1,78220941.55747685
5,45,1,79360438.04157886
5,46,1,79852568.95166694
5,47,1,84559550.38312614
5,48,1,87313860.67277639
5,49,1,81213974.17557344
5,50,1,94932229.38236618
10,0,1,0
10,1,1,25231692.076748267
10,2,1,37720906.968638055
10,3,1,42376728.52562609
10,4,1,41098773.987321496
10,5,1,41029594.863761365
10,6,1,40521613.83775875
10,7,1,40639572.22053886
10,8,1,41672541.928686865
10,9,1,42000555.08692954
10,10,1,41797332.32091694
10,11,1,43823482.04822207
10,12,1,45061845.81050828
10,13,1,43743890.66429878
10,14,1,42123350.18382685
10,15,1,45819328.35979461
10,16,1,44645115.286214486
10,17,1,43089881.18366984
10,18,1,45594865.35846089
10,19,1,44660225.24529066
10,20,1,46286627.03332525
10,21,1,46076973.35589805
10,22,1,46844232.46832204
10,23,1,44213041.7958247
10,24,1,45993717.69912183
10,25,1,46342943.12180246
10,26,1,44595573.733333
10,27,1,45171399.11699745
10,28,1,45427104.47678254
10,29,1,48943175.44477456
10,30,1,50808768.31340393
10,31,1,52893915.245316245
10,32,1,55329128.326071255
10,33,1,55433283.447247066
10,34,1,57406885.722660884
10,35,1,58281621.39706789
10,36,1,59074181.316134684
10,37,1,59112971.73608746
10,38,1,59197356.18479871
10,39,1,61044036.40682652
10,40,1,62115670.58842644
10,41,1,66124130.83678075
10,42,1,67334327.05538976
10,43,1,70111891.93109186
10,44,1,69276983.67662679
10,45,1,64839567.459091954
10,46,1,69602556.46839108
10,47,1,69770643.89669792
10,48,1,67292322.10133189
10,49,1,68476859.1392101
10,50,1,94985918.73845212
20,0,1,0
20,1,1,16650859.962942582
20,2,1,21217411.857317857
20,3,1,26795868.37749438
20,4,1,24022628.919463266
20,5,1,22756843.207975253
20,6,1,26187088.68573856
20,7,1,28761616.160345595
20,8,1,26532850.070200488
20,9,1,29149974.05623252
20,10,1,31934129.438770488
20,11,1,33446453.137823064
20,12,1,29924929.825229097
20,13,1,31971267.919331413
20,14,1,30813897.81360775
20,15,1,35112939.301218696
20,16,1,32286591.952614613
20,17,1,35996692.005254574
20,18,1,36203571.69887833
20,19,1,34654636.88582623
20,20,1,36022574.169554524
20,21,1,37046599.21441455
20,22,1,35451496.609510064
20,23,1,34453314.52900454
20,24,1,33110286.029101335
20,25,1,34580592.06114607
20,26,1,35383770.96217594
20,27,1,29951890.62458152
20,28,1,34595144.20344571
20,29,1,39138916.0418252
20,30,1,42577529.04501347
20,31,1,44835342.50527214
20,32,1,45510665.16226916
20,33,1,46795197.47593637
20,34,1,45705305.31068297
20,35,1,46847924.60473894
20,36,1,45830023.68231874
20,37,1,48907331.43928081
20,38,1,47822827.47429456
20,39,1,46966894.08141011
20,40,1,47388860.508779556
20,41,1,58418850.45926883
20,42,1,61783301.39917866
20,43,1,60280968.8492037
20,44,1,57152961.32030331
20,45,1,58239464.79101384
20,46,1,62155466.100973144
20,47,1,65765830.32670743
20,48,1,57414379.73920141
20,49,1,63075347.233778514
20,50,1,94986407.38396367
30,0,1,0
30,1,1,8847828.925272321
30,2,1,17613396.78107649
30,3,1,18584193.721930586
30,4,1,18659375.68028597
30,5,1,18708854.849888377
30,6,1,20124889.039903775
30,7,1,18625949.40520798
30,8,1,20400322.15295634
30,9,1,21493216.816658583
30,10,1,19422412.44041403
30,11,1,19531440.89361969
30,12,1,20037588.034140207
30,13,1,21397905.50063604
30,14,1,17917612.875047896
30,15,1,21324084.809517223
30,16,1,20915723.147952277
30,17,1,19018093.938362885
30,18,1,20700291.142284308
30,19,1,22555226.238094915
30,20,1,22952005.78164157
30,21,1,21940737.747401316
30,22,1,21358776.101651374
30,23,1,20872506.098963056
30,24,1,19626318.162191357
30,25,1,20140378.111615468
30,26,1,19815735.180329304
30,27,1,17323019.42566581
30,28,1,21547501.031763267
30,29,1,29984781.622308467
30,30,1,31430737.234807175
30,31,1,32983467.42416687
30,32,1,34776156.47650835
30,33,1,36082440.91150724
30,34,1,36228770.76851299
30,35,1,36459605.039395
30,36,1,38096104.49288103
30,37,1,39307686.57697759
30,38,1,40111293.144804575
30,39,1,39833807.20254407
30,40,1,41151862.66035881
30,41,1,40531964.049747445
30,42,1,50425603.83316919
30,43,1,61838475.59391795
30,44,1,56535636.89475702
30,45,1,55211447.96063857
30,46,1,58633586.65029106
30,47,1,57347007.20604642
30,48,1,61309005.86138056
30,49,1,60590427.910264865
30,50,1,94991548.92677763
40,0,1,0
40,1,1,9129042.9639489
40,2,1,14215690.494257327
40,3,1,13047256.854332369
40,4,1,14665210.666113006
40,5,1,13444076.4177602
40,6,1,13106988.803137988
40,7,1,14216465.187875325
40,8,1,14635108.593990602
40,9,1,14224475.732252007
40,10,1,13851790.679665761
