N_bdp,flow,trial,bits_per_second
0.5,0,1,477481665.27860963
0.5,1,1,323151913.2412435
0.5,2,1,188366049.9113416
0.5,3,1,120238827.94068065
0.5,4,1,86314631.65017357
0.5,5,1,66902166.3734554
0.5,6,1,56476069.31202359
0.5,7,1,47802278.010002404
0.5,8,1,42274351.85435718
0.5,9,1,36683181.88504572
0.5,10,1,32571379.60215776
0.5,11,1,28712153.301281493
0.5,12,1,25313536.07674007
0.5,13,1,23203267.04360739
0.5,14,1,21081382.939835787
0.5,15,1,19063657.918742154
0.5,16,1,17387140.542802393
0.5,17,1,15240101.21833831
0.5,18,1,12964806.675200248
0.5,19,1,12143378.920854622
0.5,20,1,11549904.876123533
0.5,21,1,10762548.36122806
0.5,22,1,10389290.981684115
0.5,23,1,10255444.522455296
0.5,24,1,10450059.124833195
0.5,25,1,10139299.008551966
0.5,26,1,10784486.182112278
0.5,27,1,10270524.164343974
0.5,28,1,10220837.099185523
0.5,29,1,10456371.515252076
0.5,30,1,10794050.758849178
0.5,31,1,10320316.800381381
0.5,32,1,10614880.141820773
0.5,33,1,10444187.732526023
0.5,34,1,10235776.910782922
0.5,35,1,10467352.237745607
0.5,36,1,10907606.443705268
0.5,37,1,10336323.655173302
0.5,38,1,10961914.559279822
0.5,39,1,10905120.092376387
0.5,40,1,10981902.11658408
0.5,41,1,10772812.514659286
0.5,42,1,10776501.016115503
0.5,43,1,10540687.92514396
0.5,44,1,10471029.476786025
0.5,45,1,11338902.652948456
0.5,46,1,11126726.108168865
0.5,47,1,10418569.431646012
0.5,48,1,9967449.581901027
0.5,49,1,5785463.124963382
0.5,50,1,0
5,0,1,476183085.26924986
5,1,1,400104179.1185372
5,2,1,332689258.1167458
5,3,1,293089049.98909336
5,4,1,265953558.94301248
5,5,1,275566032.7331806
5,6,1,263520550.1401983
5,7,1,283351133.35864407
5,8,1,275743297.6338463
5,9,1,285393028.5585316
5,10,1,269721179.3153062
5,11,1,278479194.6818593
5,12,1,278484083.8237636
5,13,1,269714566.49616873
5,14,1,266802217.9047285
5,15,1,269731183.7736013
5,16,1,270894644.16592646
5,17,1,270281891.3106778
5,18,1,262419518.90686768
5,19,1,265074078.11270186
5,20,1,259099698.7865475
5,21,1,248852106.6130943
5,22,1,263027550.45019126
5,23,1,265255465.73665956
5,24,1,264825724.8845692
5,25,1,257101898.60640773
5,26,1,250844908.66591874
5,27,1,254534638.9877485
5,28,1,252491463.6458952
5,29,1,253716064.1819145
5,30,1,223829192.4871354
5,31,1,204379310.54069892
5,32,1,231628227.75669476
5,33,1,210399093.36921144
5,34,1,205819485.82479864
5,35,1,234478069.90214375
5,36,1,218394898.95839438
5,37,1,173494588.82783452
5,38,1,199414303.1397072
5,39,1,226993935.3395964
5,40,1,194428728.8758113
5,41,1,229169900.22666395
5,42,1,194719632.0756066
5,43,1,207181186.38088718
5,44,1,211749900.624085
5,45,1,218980824.29720774
5,46,1,201795917.9544924
5,47,1,173059420.7249483
5,48,1,159119204.7312353
5,49,1,153169109.54192272
5,50,1,0
10,0,1,475880726.1516331
10,1,1,430701338.2828571
10,2,1,391144173.095639
10,3,1,367665400.9444249
10,4,1,337465780.9808744
10,5,1,311548597.04888284
10,6,1,295691571.7304464
10,7,1,290552799.97563356
10,8,1,280470332.4044281
10,9,1,275150232.2386847
10,10,1,284810089.62463653
10,11,1,279762970.3531292
10,12,1,290890265.5361702
10,13,1,284590547.2979355
10,14,1,278270623.55678034
10,15,1,275174887.7428439
10,16,1,276515322.72768843
10,17,1,275769594.4194678
10,18,1,277093926.6602942
10,19,1,279048104.73402154
10,20,1,276044983.6686449
10,21,1,275962961.6171615
10,22,1,279490008.7450947
10,23,1,275440632.69863546
10,24,1,274592569.42063904
10,25,1,299342107.02015424
10,26,1,291246207.03247374
10,27,1,290509891.76026076
10,28,1,301760272.26014847
10,29,1,290001521.103242
10,30,1,284774840.6893687
10,31,1,277791260.13758886
10,32,1,265205019.6814024
10,33,1,267277711.95375118
10,34,1,271064234.545857
10,35,1,255493371.06443712
10,36,1,257047256.81080648
10,37,1,257260960.46335158
10,38,1,252964649.6099762
10,39,1,235734590.02610072
10,40,1,232121471.5236739
10,41,1,234459348.82515165
10,42,1,233178992.0592655
10,43,1,226222460.55714113
10,44,1,233469720.4858982
10,45,1,215713039.69531763
10,46,1,191774765.99644575
10,47,1,197339520.31099328
10,48,1,168924645.79957962
10,49,1,137760575.67534468
10,50,1,0
20,0,1,475796201.13450134
20,1,1,447819921.0372445
20,2,1,423956811.2506448
20,3,1,415113785.00951177
20,4,1,401172204.9776679
20,5,1,391359464.6549231
20,6,1,379688235.14472705
20,7,1,370421763.5230953
20,8,1,367160445.0367209
20,9,1,354891856.7688309
20,10,1,351140448.65043247
20,11,1,343028034.6218661
20,12,1,347580558.909478
20,13,1,343471694.1696805
20,14,1,336092223.6941166
20,15,1,332919111.63484883
20,16,1,338464885.09682244
20,17,1,331562295.6019353
20,18,1,336671884.9287699
20,19,1,340167734.99213445
20,20,1,354085697.43655455
20,21,1,349075838.21702373
20,22,1,337501553.5905088
20,23,1,344176543.17584777
20,24,1,348981954.73354393
20,25,1,371895654.3874419
20,26,1,380477949.4855452
20,27,1,374656493.3073055
20,28,1,381144847.0405046
20,29,1,374789253.0158884
20,30,1,354121644.79579824
20,31,1,349323656.0206026
20,32,1,341343149.6578342
20,33,1,333479725.1221742
20,34,1,321502443.78897756
20,35,1,318363075.14015955
20,36,1,308455709.4446501
20,37,1,305088045.978376
20,38,1,295117310.33954126
20,39,1,284555683.00299704
20,40,1,280506880.55650836
20,41,1,255677732.39916852
20,42,1,243671746.18742025
20,43,1,237700954.37301233
20,44,1,229172821.4714528
20,45,1,227637497.76456344
20,46,1,208893123.37393573
20,47,1,189571749.81742108
20,48,1,181981653.1295889
20,49,1,156570331.26751402
20,50,1,0
30,0,1,474198737.797142
30,1,1,453777937.4248089
30,2,1,435780247.98770654
30,3,1,432071259.83131605
30,4,1,422923641.04786694
30,5,1,413177560.012945
30,6,1,474613755.36497563
30,7,1,400100411.8411021
30,8,1,395959305.0938144
30,9,1,392273449.1744654
30,10,1,381848210.4625809
30,11,1,391291625.0611812
30,12,1,384645364.7833242
30,13,1,393323621.3649812
30,14,1,383523213.88178706
30,15,1,385292695.87675214
30,16,1,384438297.0690835
30,17,1,383585163.13394576
30,18,1,394053254.9788385
30,19,1,394500718.6310879
30,20,1,389659539.16565543
30,21,1,391839499.86606294
30,22,1,388094298.0248923
30,23,1,383156200.8350415
30,24,1,394102836.7385062
30,25,1,409392906.13988423
30,26,1,411087613.7696279
30,27,1,402601876.95656526
30,28,1,410898479.5632501
30,29,1,397318909.670583
30,30,1,388969315.3443109
