N_bdp,flow,trial,bits_per_second
0.5,0,1,47802927.773827195
0.5,1,1,43265245.66789779
0.5,2,1,30994669.309022035
0.5,3,1,31162308.96160963
0.5,4,1,30905802.13790671
0.5,5,1,26480371.703938365
0.5,6,1,21968142.774261218
0.5,7,1,19868386.75574044
0.5,8,1,19426980.338161565
0.5,9,1,21132018.006183937
0.5,10,1,17821986.198645364
0.5,11,1,18788922.76395835
0.5,12,1,21472804.1911613
0.5,13,1,21399104.054052003
0.5,14,1,15538057.22628029
0.5,15,1,13499155.977371603
0.5,16,1,14712157.196725251
0.5,17,1,12633578.546959586
0.5,18,1,14448803.303317618
0.5,19,1,15788863.601689689
0.5,20,1,12171729.39033679
0.5,21,1,13352074.674113952
0.5,22,1,9276541.736124318
0.5,23,1,8044414.480318927
0.5,24,1,3986001.596801504
0.5,25,1,6080755.781729144
0.5,26,1,13407190.1087622
0.5,27,1,11895916.07599584
0.5,28,1,13460549.077761116
0.5,29,1,9731379.758341769
0.5,30,1,10040432.45273937
0.5,31,1,7950442.277004433
0.5,32,1,8099384.981378436
0.5,33,1,8300333.590515742
0.5,34,1,7843489.1087011695
0.5,35,1,6383241.559662518
0.5,36,1,6053971.126288629
0.5,37,1,5796489.214386236
0.5,38,1,5583922.765068208
0.5,39,1,4673736.390562071
0.5,40,1,4491122.111970312
0.5,41,1,3708985.8205232425
0.5,42,1,3420162.317854552
0.5,43,1,2584224.9880655557
0.5,44,1,2520895.927410722
0.5,45,1,2225929.2288820073
0.5,46,1,1615095.7454475588
0.5,47,1,1475801.4191469986
0.5,48,1,932168.8935055127
0.5,49,1,582832.7818641309
0.5,50,1,0
5,0,1,47813911.88777774
5,1,1,45219638.83327136
5,2,1,43496253.458479315
5,3,1,40951231.32020791
5,4,1,39451531.893068925
5,5,1,38110967.71544731
5,6,1,35599960.08295401
5,7,1,29424765.047465805
5,8,1,30906280.09281069
5,9,1,23266681.45022417
5,10,1,29628821.386902362
5,11,1,27229222.501010124
5,12,1,25471963.42674453
5,13,1,24905535.14585677
5,14,1,23600385.3958025
5,15,1,21647631.12065326
5,16,1,21323106.653060514
5,17,1,20492468.622791998
5,18,1,19157695.875621773
5,19,1,18263648.230994012
5,20,1,16963002.48324912
5,21,1,15332561.401015252
5,22,1,13342393.176388234
5,23,1,14495363.956623554
5,24,1,10555161.91222053
5,25,1,13172890.80109977
5,26,1,13041144.667439898
5,27,1,11648839.434944646
5,28,1,11310812.96928603
5,29,1,10459462.357380198
5,30,1,9510857.536738457
5,31,1,8821481.02028403
5,32,1,8851630.178904584
5,33,1,7900903.3723501675
5,34,1,7453253.511410005
5,35,1,6950968.515568859
5,36,1,6803312.431554166
5,37,1,5691808.743974751
5,38,1,5323728.195551042
5,39,1,4918505.953237238
5,40,1,4535540.222928952
5,41,1,3974044.6965643954
5,42,1,3761834.347724721
5,43,1,3298190.60283377
5,44,1,2862080.6861653393
5,45,1,2737952.7853179625
5,46,1,2184293.679023707
5,47,1,1647993.6735721172
5,48,1,1223154.141177314
5,49,1,694579.7012502536
5,50,1,0
10,0,1,47813851.09184179
10,1,1,37834306.12498442
10,2,1,29133281.566098485
10,3,1,32224206.09390063
10,4,1,31324749.894496128
10,5,1,27456333.65174486
10,6,1,28113071.750115093
10,7,1,26472977.25391459
10,8,1,24396166.825137436
10,9,1,22864035.186650876
10,10,1,21804563.434112072
10,11,1,22112660.327355493
10,12,1,20564107.91299874
10,13,1,19509400.873214796
10,14,1,19014402.363363605
10,15,1,17734392.694608275
10,16,1,16755246.057686288
10,17,1,16385802.770800138
10,18,1,15349715.793236291
10,19,1,14770687.367652329
10,20,1,13803021.559784355
10,21,1,13618837.723511586
10,22,1,12021481.456468603
10,23,1,11853382.376176838
10,24,1,11264299.6446475
10,25,1,10218706.375895614
10,26,1,9751024.089785637
10,27,1,9714098.473327193
10,28,1,9117681.372656815
10,29,1,8849250.38299916
10,30,1,7885810.155651293
10,31,1,7517833.101408285
10,32,1,7151889.693042061
10,33,1,6840333.218271722
10,34,1,6106734.581487936
10,35,1,5903974.086683631
10,36,1,5195197.469291538
10,37,1,5050640.527860257
10,38,1,4436758.928228357
10,39,1,4026006.134618668
10,40,1,3999632.1628782777
