N_bdp,flow,trial,bits_per_second
0.5,0,1,0
0.5,1,1,15150688.962065404
0.5,2,1,26374968.697739642
0.5,3,1,45967328.53259245
0.5,4,1,47560039.93440393
0.5,5,1,57628920.965290986
0.5,6,1,59275201.94865177
0.5,7,1,61147050.63116245
0.5,8,1,67158290.36005443
0.5,9,1,72236643.9324625
0.5,10,1,74031768.44832303
0.5,11,1,72634957.38601293
0.5,12,1,74635029.07128382
0.5,13,1,76025868.55087988
0.5,14,1,72157192.71594703
0.5,15,1,78288494.32512502
0.5,16,1,74718615.27601075
0.5,17,1,78520082.80356878
0.5,18,1,79397486.85428813
0.5,19,1,77956456.05531864
0.5,20,1,78844295.3733399
0.5,21,1,79876960.14646444
0.5,22,1,81478987.34144728
0.5,23,1,82874942.6201324
0.5,24,1,82643194.2070892
0.5,25,1,81091760.22302285
0.5,26,1,82896824.81233914
0.5,27,1,83792060.71933015
0.5,28,1,84088318.58652344
0.5,29,1,85785713.79764971
0.5,30,1,86372934.51307206
0.5,31,1,86049350.01672934
0.5,32,1,86984084.8630648
0.5,33,1,87993093.07083714
0.5,34,1,87889920.94688253
0.5,35,1,88929013.32596493
0.5,36,1,89570135.75184733
0.5,37,1,89887740.88935825
0.5,38,1,90484013.42039423
0.5,39,1,90792711.36992957
0.5,40,1,91332764.12516642
0.5,41,1,91367815.24076115
0.5,42,1,92022690.17003228
0.5,43,1,92786720.82330896
0.5,44,1,93395358.51720268
0.5,45,1,93577402.06819068
0.5,46,1,94003887.78652368
0.5,47,1,94270743.87603106
0.5,48,1,94699107.21820937
0.5,49,1,95187201.31431638
0.5,50,1,95611132.68105318
5,0,1,0
5,1,1,26195192.480709873
5,2,1,41150339.74487222
5,3,1,55040025.4656582
5,4,1,56569984.92394748
5,5,1,56237010.15144255
5,6,1,56586612.444589816
5,7,1,58652270.80904151
5,8,1,64941458.840592675
5,9,1,62423409.30395843
5,10,1,65549987.39938745
5,11,1,65529931.60382705
5,12,1,66234721.95113271
5,13,1,69422913.5983806
5,14,1,70367467.64448753
5,15,1,73394057.5096524
5,16,1,73995599.88026363
5,17,1,75014482.28572229
5,18,1,76205331.96680963
5,19,1,77739895.49996792
5,20,1,77652606.08801751
5,21,1,79251288.51307388
5,22,1,80394870.39091161
5,23,1,80223959.63687511
5,24,1,81032552.40794815
5,25,1,80996852.83302847
5,26,1,81891536.27082206
5,27,1,82539289.81236176
5,28,1,84301129.16797975
5,29,1,84470171.36253452
5,30,1,85692744.33236049
5,31,1,86102983.5792175
5,32,1,86906460.59926747
5,33,1,87225587.11293025
5,34,1,88199559.11457607
5,35,1,88487004.08304222
5,36,1,89023692.8932051
5,37,1,89681747.92378551
5,38,1,90158791.77096407
5,39,1,90573675.71388052
5,40,1,90870830.4843647
5,41,1,91560289.04289064
5,42,1,91978598.89111766
5,43,1,92533680.86600706
5,44,1,92903835.52815694
5,45,1,93377054.33749554
5,46,1,93828372.16580358
5,47,1,94280301.67281307
5,48,1,94709574.10778594
5,49,1,95087250.85707697
5,50,1,95592187.64665592
10,0,1,0
10,1,1,28217812.977824934
10,2,1,39796368.087162934
10,3,1,34881819.10972732
10,4,1,51398865.91843259
10,5,1,54661213.28619616
10,6,1,49376295.904500395
10,7,1,51587487.27211459
10,8,1,60179211.03144462
10,9,1,60533596.73871415
10,10,1,64321658.4505152
10,11,1,71014496.04535824
10,12,1,69686337.26883647
10,13,1,70522667.09376058
10,14,1,72301958.61532702
10,15,1,73215692.16822518
10,16,1,74459009.47036785
10,17,1,75864391.40815113
10,18,1,76349825.58984405
10,19,1,77886930.51291743
10,20,1,78468792.02057835
10,21,1,79297805.13837074
10,22,1,79799077.31925629
10,23,1,80589380.20889302
10,24,1,80961270.41401576
10,25,1,82019935.0168262
10,26,1,83485087.09855714
10,27,1,83805957.96674195
10,28,1,84946035.92141089
10,29,1,85442033.74201538
10,30,1,85669194.28281784
10,31,1,86432393.49349803
10,32,1,87420117.05019073
10,33,1,87381247.61400929
10,34,1,88059067.40859485
10,35,1,88538476.99864505
10,36,1,89181780.34386417
10,37,1,89772479.08919369
10,38,1,89943443.2003623
10,39,1,90857782.26047201
10,40,1,91038107.10042664
10,41,1,91487593.8989398
10,42,1,91950537.98408882
10,43,1,92398777.67721622
10,44,1,92873973.5088515
10,45,1,93243572.01948738
10,46,1,93990937.03454913
10,47,1,94159567.77146815
10,48,1,94557513.77219744
10,49,1,95033271.98034847
10,50,1,95587062.08560064
20,0,1,0
20,1,1,33180629.826278716
20,2,1,31747776.38183204
20,3,1,30672806.81171571
20,4,1,36049508.08237423
20,5,1,33383989.35250981
20,6,1,31660211.93824784
20,7,1,33857664.41620396
20,8,1,36169027.01306586
20,9,1,39328417.09014243
20,10,1,43272140.22876819
20,11,1,43274340.798420794
20,12,1,47702902.05730606
20,13,1,48208439.42907418
20,14,1,52673149.6366035
20,15,1,50848625.086305685
20,16,1,52986847.40513282
20,17,1,54900955.722098276
20,18,1,55303743.28925652
20,19,1,55954128.27422723
20,20,1,58756104.19966672
20,21,1,61792396.390222535
20,22,1,64901622.716034554
20,23,1,63627999.7827226
20,24,1,66257584.83990097
20,25,1,68650255.97246963
20,26,1,68205468.34416929
20,27,1,70370825.4316882
20,28,1,72730814.52608342
20,29,1,74172743.45050716
20,30,1,75226157.17042615
20,31,1,77217147.80747369
20,32,1,77345276.8687865
20,33,1,79476996.8584618
20,34,1,81635200.65236597
20,35,1,83740597.09474844
20,36,1,83223242.1881425
20,37,1,85028840.91615357
20,38,1,86049498.18398331
20,39,1,87702596.12800734
20,40,1,88605197.06925926
20,41,1,89218710.67253645
20,42,1,90166136.8431533
20,43,1,90616417.80642171
20,44,1,91472204.24477738
20,45,1,91740490.84441686
20,46,1,92284858.16008009
20,47,1,93025141.02839172
20,48,1,93932519.91370513
20,49,1,94326019.37343496
20,50,1,95583441.44966246
30,0,1,0
30,1,1,28729640.796992965
30,2,1,34735115.45288845
30,3,1,34501828.83819115
30,4,1,31360793.38340252
30,5,1,31412596.025250316
30,6,1,35536054.661470175
30,7,1,36853598.163331375
30,8,1,36139894.786566384
30,9,1,38319099.673398785
30,10,1,38661700.510529354
30,11,1,36686046.649339035
30,12,1,43883370.68550089
30,13,1,39765802.13866091
30,14,1,40660314.32775186
30,15,1,41705770.56761552
30,16,1,41975084.671687976
30,17,1,42991987.27746453
30,18,1,44617024.21979222
30,19,1,45285733.32893791
30,20,1,47576729.89578038
30,21,1,51455538.172320604
30,22,1,48813441.31823122
30,23,1,50193908.71777966
30,24,1,55024300.82082402
30,25,1,52032925.89732278
30,26,1,53811537.74589106
30,27,1,53865979.13562473
