N_bdp,flow,trial,bits_per_second
0.5,0,1,0
0.5,1,1,25713675.057414237
0.5,2,1,36523934.3942619
0.5,3,1,39133853.44860587
0.5,4,1,34917633.05321266
0.5,5,1,33976059.54208273
0.5,6,1,36895315.821173266
0.5,7,1,35379579.83721804
0.5,8,1,35555025.21505968
0.5,9,1,35793644.01697783
0.5,10,1,37002546.46892663
0.5,11,1,36229094.6345818
0.5,12,1,36263348.636171564
0.5,13,1,37524246.41736577
0.5,14,1,37808641.57154865
0.5,15,1,37274061.90634984
0.5,16,1,37853789.468779676
0.5,17,1,38407157.17040754
0.5,18,1,38889403.457303934
0.5,19,1,38950062.53898613
0.5,20,1,39121304.88692084
0.5,21,1,40081881.14245397
0.5,22,1,42058435.14196198
0.5,23,1,40958745.98185046
0.5,24,1,41271386.195052885
0.5,25,1,41395882.95518512
0.5,26,1,41930887.2449787
0.5,27,1,42010965.268918954
0.5,28,1,42593382.69586362
0.5,29,1,42440165.67369883
0.5,30,1,43158680.74966871
0.5,31,1,43334014.253275186
0.5,32,1,43368159.38614499
0.5,33,1,44057458.81446211
0.5,34,1,44402216.389610186
0.5,35,1,44393134.14638311
0.5,36,1,44783204.260823764
0.5,37,1,44935648.17210213
0.5,38,1,45044714.95512539
0.5,39,1,45432749.753348604
0.5,40,1,45654099.96027789
0.5,41,1,45877152.25401905
0.5,42,1,46165719.67001014
0.5,43,1,46331619.553162664
0.5,44,1,46580371.78363845
0.5,45,1,46736195.68712479
0.5,46,1,46907236.27706926
0.5,47,1,47110024.32141628
0.5,48,1,47331542.15856395
0.5,49,1,47572799.782227755
0.5,50,1,47762301.83254831
5,0,1,0
5,1,1,18210826.887157667
5,2,1,21617882.68442728
5,3,1,23104100.800394222
5,4,1,22943935.664075043
5,5,1,22352196.327908564
5,6,1,24282764.35838843
5,7,1,24133968.982444264
5,8,1,24992511.844100844
5,9,1,26235636.615845703
5,10,1,25618577.712576922
5,11,1,25355619.322541777
5,12,1,27872408.756596297
5,13,1,26550196.40116482
5,14,1,27769836.32166105
5,15,1,28499031.43728064
5,16,1,28248433.130471934
5,17,1,29114213.838105768
5,18,1,29760257.679760233
5,19,1,29494854.35468385
5,20,1,31703176.37720251
5,21,1,31145076.29818993
5,22,1,32278365.439269546
5,23,1,32504673.26204843
5,24,1,33259385.52788833
5,25,1,33474259.51280321
5,26,1,33203813.591405142
5,27,1,33414511.52195141
5,28,1,33945889.51101995
5,29,1,33488638.15741251
5,30,1,34600742.36937257
5,31,1,34467876.334650554
5,32,1,34709671.44981304
5,33,1,36245446.34225448
5,34,1,36797810.23877738
5,35,1,37961329.23796157
5,36,1,37608272.95755405
5,37,1,38520474.546469785
5,38,1,38621260.72736179
5,39,1,38991171.87854535
5,40,1,39925293.074920334
5,41,1,40441003.81362976
5,42,1,40970531.699344836
5,43,1,41202505.09345914
5,44,1,41745886.8133981
5,45,1,41979866.05779885
5,46,1,42618799.1260839
5,47,1,42966571.77444941
5,48,1,44129099.955597594
5,49,1,45406605.7683391
5,50,1,47786173.912401065
10,0,1,0
10,1,1,13591837.712739045
10,2,1,21068917.269408315
10,3,1,21415672.36920147
10,4,1,22545099.839434396
10,5,1,22162581.80798992
10,6,1,22939853.421940073
10,7,1,23599782.79979836
10,8,1,23858824.586230084
10,9,1,24860248.949353747
10,10,1,24303428.737395506
10,11,1,24511604.558642182
10,12,1,25573453.954284146
10,13,1,25398459.5717583
10,14,1,26241640.687830158
10,15,1,26148354.49463744
10,16,1,25690593.15774607
10,17,1,26512061.26571228
10,18,1,26570595.519523837
10,19,1,27717207.262133088
10,20,1,27034070.393591754
10,21,1,27082348.800673902
10,22,1,27535497.51833869
10,23,1,27492083.081737306
10,24,1,27282982.362702835
10,25,1,27234206.521944832
10,26,1,27720994.007852048
10,27,1,27850458.932326123
10,28,1,27853438.1352932
10,29,1,28397078.177861318
10,30,1,28920033.460534897
10,31,1,29093294.885127384
10,32,1,29832213.133615825
10,33,1,29458966.111804776
10,34,1,30658344.776377622
10,35,1,30225046.926481433
10,36,1,31245341.164106425
10,37,1,31291815.232271615
10,38,1,31747707.448415197
10,39,1,31079171.775478907
10,40,1,31404102.908080798
10,41,1,32047492.237542357
10,42,1,32675605.657576464
10,43,1,33148612.292788196
10,44,1,33780039.14144457
10,45,1,35337075.68468583
10,46,1,36099378.78156366
10,47,1,38085211.42544197
10,48,1,39485347.10721823
10,49,1,37868235.38321374
10,50,1,47785505.48840658
20,0,1,0
20,1,1,9190362.170411408
20,2,1,15291782.497725518
20,3,1,14493525.877727455
20,4,1,15134295.971499963
20,5,1,15701792.363086931
20,6,1,17250746.163941145
20,7,1,18395784.581836075
20,8,1,18845239.7591712
20,9,1,19023962.31594748
20,10,1,18890955.531453595
20,11,1,20049578.182497375
20,12,1,21096932.61854109
20,13,1,19986868.928828835
20,14,1,20215563.159877416
20,15,1,20177987.64015133
20,16,1,20913911.092995208
20,17,1,20534905.36117888
20,18,1,21341042.4672345
20,19,1,21927823.038764175
20,20,1,21213892.45017619
20,21,1,21698002.802331798
20,22,1,22514044.221733492
20,23,1,21426042.423728988
20,24,1,22693514.21915241
20,25,1,22285048.814168844
20,26,1,22326471.200384624
20,27,1,22463719.324188687
20,28,1,23445900.488370683
20,29,1,23162364.558085967
20,30,1,23180221.531640198
20,31,1,23449692.284938224
20,32,1,23694926.63780264
20,33,1,24915125.21855403
20,34,1,23424851.8708344
20,35,1,24577377.881487016
20,36,1,25718586.736461062
20,37,1,25039838.27799238
20,38,1,24894773.652444694
20,39,1,25321164.08218491
20,40,1,25546761.39528306
20,41,1,26092382.22248593
20,42,1,26465886.613588825
20,43,1,27223268.03669352
20,44,1,26911218.52582621
20,45,1,26690311.01942452
20,46,1,27150884.10597946
20,47,1,28353443.94130755
20,48,1,29273147.681792993
20,49,1,30384502.055680018
20,50,1,47786851.190599345
30,0,1,0
30,1,1,4690900.857430523
30,2,1,9988329.774231076
30,3,1,8190426.105764649
30,4,1,9272632.89206953
30,5,1,10009514.69621951
30,6,1,12033997.901540792
30,7,1,12789044.438146047
30,8,1,10463557.928896612
30,9,1,13000897.677189132
30,10,1,12462916.577869253
30,11,1,13415599.069008792
30,12,1,12811357.614007168
30,13,1,14826665.546701215
30,14,1,14223572.740814745
30,15,1,16110281.282055896
30,16,1,16103962.656254398
30,17,1,14770683.869958956
30,18,1,15664931.69002619
30,19,1,16100330.058334745
30,20,1,16677868.593731038
30,21,1,17178614.054769855
30,22,1,17579151.10349966
30,23,1,18325623.6836043
30,24,1,19435112.402603127
30,25,1,16548097.390831726
30,26,1,11638601.561306829
30,27,1,12841189.275441844
30,28,1,17428839.91939205
30,29,1,18497240.185865767
30,30,1,19627236.029901702
30,31,1,18459886.804169063
30,32,1,18778677.822445452
30,33,1,19378379.186120793
30,34,1,18861393.213421755
30,35,1,19696299.91979802
30,36,1,19620137.508732237
30,37,1,19500011.831049047
30,38,1,19849371.972615436
30,39,1,19692701.650761623
30,40,1,19617984.08388478
30,41,1,20617263.802619833
30,42,1,20866357.23858118
30,43,1,21859857.76793604
30,44,1,22188119.739330105
30,45,1,22002173.715176053
30,46,1,22801792.372885965
30,47,1,24113096.17584952
30,48,1,25646381.75344452
30,49,1,26457792.998291362
30,50,1,47787841.466859415
40,0,1,0
40,1,1,3606021.4337841263
40,2,1,7192177.378841006
40,3,1,7344971.692678028
40,4,1,9696069.43559396
40,5,1,7633704.120894235
40,6,1,10178345.439197987
40,7,1,9784682.131331779
40,8,1,8123318.737897251
40,9,1,9202450.373723608
40,10,1,8963126.13900982
40,11,1,9260757.657581626
40,12,1,9780911.887174955
40,13,1,9884821.648065258
40,14,1,10333429.607294189
40,15,1,10811083.60678864
40,16,1,11565282.78481739
40,17,1,12042252.927456034
40,18,1,14777541.958803829
40,19,1,14973675.771005891
40,20,1,12174694.720049113
40,21,1,12399143.056787305
40,22,1,13967603.0255499
40,23,1,13864155.00615394
40,24,1,12290981.993606871
40,25,1,13082333.07699487
40,26,1,14198594.294577688
40,27,1,13344401.013247726
40,28,1,13318679.962478247
40,29,1,13972944.520317364
40,30,1,14367560.638234472
40,31,1,16102113.22960971
40,32,1,16193773.359254206
40,33,1,15876844.54608813
40,34,1,15136836.083277833
40,35,1,17600332.824887425
40,36,1,16447242.082621638
40,37,1,16213073.840296134
40,38,1,15356714.192109348
40,39,1,16323324.692241663
40,40,1,16779196.737841275
40,41,1,16001699.227169871
40,42,1,17705649.245904163
40,43,1,18083584.156117544
40,44,1,17726552.210914772
40,45,1,18462788.397467006
40,46,1,19527026.140211515
40,47,1,21239820.983101256
40,48,1,23391788.726046328
40,49,1,27074486.7877105
40,50,1,47786420.495635234
50,0,1,0
50,1,1,3205969.8201200725
50,2,1,5630744.368770908
50,3,1,5100051.057402053
50,4,1,7296286.750612425
50,5,1,6893374.551895248
50,6,1,7599533.455230013
50,7,1,7760222.586106859
50,8,1,7281295.547054321
50,9,1,7673755.756615384
50,10,1,7783819.330513114
50,11,1,8108088.723348493
50,12,1,8807455.737207068
50,13,1,9054198.119325243
50,14,1,8596634.881457476
50,15,1,8680560.470432585
50,16,1,9188656.851109553
50,17,1,8980583.289049676
50,18,1,10394161.81381105
50,19,1,9802313.504373176
50,20,1,11143536.492353734
50,21,1,9266816.633351738
50,22,1,9804039.284417206
50,23,1,12065619.014763089
50,24,1,11377720.662900902
50,25,1,11380368.544077782
50,26,1,10927475.785099316
50,27,1,11617571.535500323
50,28,1,10477074.134666432
50,29,1,11325869.741117395
50,30,1,11981966.775425212
50,31,1,11480108.447900824
50,32,1,11413392.454304924
50,33,1,12218977.09000791
50,34,1,13346266.37608826
50,35,1,11706565.625848988
50,36,1,12275763.699362228
50,37,1,11390182.206598075
50,38,1,11964396.43557439
50,39,1,12165550.913598415
50,40,1,13062453.21824413
50,41,1,12139351.184197502
50,42,1,13257617.35278567
50,43,1,13219791.101167133
50,44,1,15131218.403535413
50,45,1,14683770.253483817
50,46,1,17219351.142344456
50,47,1,21052554.628700513
50,48,1,21162982.34944909
50,49,1,26985531.50912086
50,50,1,47784519.080051355
